Image_Path,Person_Name,Person_Label,x1,x2,y1,y2,Label
/kaggle/input/deepfaketimit/DeepfakeTIMIT/lower_quality/fram1/si522/001.jpg,fram1,20,174,353,154,333,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/lower_quality/fram1/si522/002.jpg,fram1,20,174,353,154,333,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/lower_quality/fram1/si522/003.jpg,fram1,20,174,353,154,333,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/lower_quality/fram1/si522/004.jpg,fram1,20,174,353,154,333,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/lower_quality/fram1/si522/005.jpg,fram1,20,174,353,154,333,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/lower_quality/fram1/si522/006.jpg,fram1,20,174,353,154,333,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/lower_quality/fram1/si522/007.jpg,fram1,20,174,353,154,333,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/lower_quality/fram1/si522/008.jpg,fram1,20,174,353,154,333,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/lower_quality/fram1/si522/009.jpg,fram1,20,174,353,154,333,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/lower_quality/fram1/si522/010.jpg,fram1,20,174,353,154,333,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/lower_quality/fram1/si522/011.jpg,fram1,20,174,353,154,333,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/lower_quality/fram1/si522/012.jpg,fram1,20,174,353,154,333,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/lower_quality/fram1/si522/013.jpg,fram1,20,174,353,154,333,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/lower_quality/fram1/si522/014.jpg,fram1,20,174,353,154,333,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/lower_quality/fram1/si522/015.jpg,fram1,20,174,353,154,333,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/lower_quality/fram1/si522/016.jpg,fram1,20,174,353,154,333,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/lower_quality/fram1/si522/017.jpg,fram1,20,174,353,154,333,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/lower_quality/fram1/si522/018.jpg,fram1,20,174,353,154,333,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/lower_quality/fram1/si522/019.jpg,fram1,20,174,353,154,333,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/lower_quality/fram1/si522/020.jpg,fram1,20,174,353,154,333,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/lower_quality/fram1/si522/021.jpg,fram1,20,174,353,134,313,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/lower_quality/fram1/si522/022.jpg,fram1,20,174,353,134,313,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/lower_quality/fram1/si522/023.jpg,fram1,20,174,353,134,313,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/lower_quality/fram1/si522/024.jpg,fram1,20,174,353,134,313,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/lower_quality/fram1/si522/025.jpg,fram1,20,174,353,134,313,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/lower_quality/fram1/si522/026.jpg,fram1,20,174,353,134,313,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/lower_quality/fram1/si522/027.jpg,fram1,20,174,353,134,313,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/lower_quality/fram1/si522/028.jpg,fram1,20,174,353,134,313,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/lower_quality/fram1/si522/029.jpg,fram1,20,174,353,134,313,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/lower_quality/fram1/si522/030.jpg,fram1,20,174,353,134,313,1
