Image_Path,Person_Name,Person_Label,Label,x1,x2,y1,y2
/kaggle/input/d/mahdierahmati/deepfaketimit/DeepfakeTIMIT/lower_quality/mrjo0/sx14/029.jpg,mrjo0,0,1,174,353,134,313
/kaggle/input/d/mahdierahmati/deepfaketimit/DeepfakeTIMIT/lower_quality/mrjo0/sx14/014.jpg,mrjo0,0,1,174,353,134,313
/kaggle/input/d/mahdierahmati/deepfaketimit/DeepfakeTIMIT/lower_quality/mrjo0/sx14/109.jpg,mrjo0,0,1,174,353,134,313
/kaggle/input/d/mahdierahmati/deepfaketimit/DeepfakeTIMIT/lower_quality/mrjo0/sx14/034.jpg,mrjo0,0,1,174,353,134,313
/kaggle/input/d/mahdierahmati/deepfaketimit/DeepfakeTIMIT/lower_quality/mrjo0/sx14/024.jpg,mrjo0,0,1,174,353,134,313
/kaggle/input/d/mahdierahmati/deepfaketimit/DeepfakeTIMIT/lower_quality/mrjo0/sx14/033.jpg,mrjo0,0,1,174,353,134,313
/kaggle/input/d/mahdierahmati/deepfaketimit/DeepfakeTIMIT/lower_quality/mrjo0/sx14/094.jpg,mrjo0,0,1,174,353,134,313
/kaggle/input/d/mahdierahmati/deepfaketimit/DeepfakeTIMIT/lower_quality/mrjo0/sx14/049.jpg,mrjo0,0,1,174,353,134,313
/kaggle/input/d/mahdierahmati/deepfaketimit/DeepfakeTIMIT/lower_quality/mrjo0/sx14/048.jpg,mrjo0,0,1,174,353,134,313
/kaggle/input/d/mahdierahmati/deepfaketimit/DeepfakeTIMIT/lower_quality/mrjo0/sx14/115.jpg,mrjo0,0,1,174,353,134,313
/kaggle/input/d/mahdierahmati/deepfaketimit/DeepfakeTIMIT/lower_quality/mrjo0/sx14/080.jpg,mrjo0,0,1,174,353,134,313
/kaggle/input/d/mahdierahmati/deepfaketimit/DeepfakeTIMIT/lower_quality/mrjo0/sx14/062.jpg,mrjo0,0,1,174,353,134,313
/kaggle/input/d/mahdierahmati/deepfaketimit/DeepfakeTIMIT/lower_quality/mrjo0/sx14/067.jpg,mrjo0,0,1,174,353,134,313
/kaggle/input/d/mahdierahmati/deepfaketimit/DeepfakeTIMIT/lower_quality/mrjo0/sx14/106.jpg,mrjo0,0,1,174,353,134,313
/kaggle/input/d/mahdierahmati/deepfaketimit/DeepfakeTIMIT/lower_quality/mrjo0/sx14/113.jpg,mrjo0,0,1,174,353,134,313
/kaggle/input/d/mahdierahmati/deepfaketimit/DeepfakeTIMIT/lower_quality/mrjo0/sx14/006.jpg,mrjo0,0,1,174,353,134,313
/kaggle/input/d/mahdierahmati/deepfaketimit/DeepfakeTIMIT/lower_quality/mrjo0/sx14/066.jpg,mrjo0,0,1,174,353,134,313
/kaggle/input/d/mahdierahmati/deepfaketimit/DeepfakeTIMIT/lower_quality/mrjo0/sx14/011.jpg,mrjo0,0,1,174,353,134,313
/kaggle/input/d/mahdierahmati/deepfaketimit/DeepfakeTIMIT/lower_quality/mrjo0/sx14/002.jpg,mrjo0,0,1,174,353,134,313
/kaggle/input/d/mahdierahmati/deepfaketimit/DeepfakeTIMIT/lower_quality/mrjo0/sx14/036.jpg,mrjo0,0,1,174,353,134,313
/kaggle/input/d/mahdierahmati/deepfaketimit/DeepfakeTIMIT/lower_quality/mrjo0/sx14/069.jpg,mrjo0,0,1,174,353,134,313
/kaggle/input/d/mahdierahmati/deepfaketimit/DeepfakeTIMIT/lower_quality/mrjo0/sx14/089.jpg,mrjo0,0,1,174,353,134,313
/kaggle/input/d/mahdierahmati/deepfaketimit/DeepfakeTIMIT/lower_quality/mrjo0/sx14/025.jpg,mrjo0,0,1,174,353,134,313
/kaggle/input/d/mahdierahmati/deepfaketimit/DeepfakeTIMIT/lower_quality/mrjo0/sx14/076.jpg,mrjo0,0,1,174,353,134,313
/kaggle/input/d/mahdierahmati/deepfaketimit/DeepfakeTIMIT/lower_quality/mrjo0/sx14/028.jpg,mrjo0,0,1,174,353,134,313
/kaggle/input/d/mahdierahmati/deepfaketimit/DeepfakeTIMIT/lower_quality/mrjo0/sx14/012.jpg,mrjo0,0,1,174,353,134,313
/kaggle/input/d/mahdierahmati/deepfaketimit/DeepfakeTIMIT/lower_quality/mrjo0/sx14/085.jpg,mrjo0,0,1,174,353,134,313
/kaggle/input/d/mahdierahmati/deepfaketimit/DeepfakeTIMIT/lower_quality/mrjo0/sx14/112.jpg,mrjo0,0,1,174,353,134,313
/kaggle/input/d/mahdierahmati/deepfaketimit/DeepfakeTIMIT/lower_quality/mrjo0/sx14/056.jpg,mrjo0,0,1,174,353,134,313
/kaggle/input/d/mahdierahmati/deepfaketimit/DeepfakeTIMIT/lower_quality/mrjo0/sx14/101.jpg,mrjo0,0,1,174,353,134,313
/kaggle/input/d/mahdierahmati/deepfaketimit/DeepfakeTIMIT/lower_quality/mrjo0/sx14/051.jpg,mrjo0,0,1,174,353,134,313
/kaggle/input/d/mahdierahmati/deepfaketimit/DeepfakeTIMIT/lower_quality/mrjo0/sx14/047.jpg,mrjo0,0,1,174,353,134,313
/kaggle/input/d/mahdierahmati/deepfaketimit/DeepfakeTIMIT/lower_quality/mrjo0/sx14/018.jpg,mrjo0,0,1,174,353,134,313
/kaggle/input/d/mahdierahmati/deepfaketimit/DeepfakeTIMIT/lower_quality/mrjo0/sx14/117.jpg,mrjo0,0,1,174,353,134,313
/kaggle/input/d/mahdierahmati/deepfaketimit/DeepfakeTIMIT/lower_quality/mrjo0/sx14/027.jpg,mrjo0,0,1,174,353,134,313
/kaggle/input/d/mahdierahmati/deepfaketimit/DeepfakeTIMIT/lower_quality/mrjo0/sx14/079.jpg,mrjo0,0,1,174,353,134,313
/kaggle/input/d/mahdierahmati/deepfaketimit/DeepfakeTIMIT/lower_quality/mrjo0/sx14/068.jpg,mrjo0,0,1,174,353,134,313
/kaggle/input/d/mahdierahmati/deepfaketimit/DeepfakeTIMIT/lower_quality/mrjo0/sx14/010.jpg,mrjo0,0,1,174,353,134,313
