Image_Path,Person_Name,Person_Label,x1,x2,y1,y2,Label
/kaggle/input/deepfaketimit/DeepfakeTIMIT/higher_quality/fjem0/sx184/001.jpg,fjem0,31,161,311,161,311,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/higher_quality/fjem0/sx184/002.jpg,fjem0,31,161,311,161,311,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/higher_quality/fjem0/sx184/003.jpg,fjem0,31,161,311,161,311,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/higher_quality/fjem0/sx184/004.jpg,fjem0,31,154,333,154,333,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/higher_quality/fjem0/sx184/005.jpg,fjem0,31,154,333,154,333,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/higher_quality/fjem0/sx184/006.jpg,fjem0,31,154,333,154,333,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/higher_quality/fjem0/sx184/007.jpg,fjem0,31,154,333,154,333,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/higher_quality/fjem0/sx184/008.jpg,fjem0,31,154,333,154,333,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/higher_quality/fjem0/sx184/009.jpg,fjem0,31,154,333,154,333,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/higher_quality/fjem0/sx184/010.jpg,fjem0,31,154,333,134,313,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/higher_quality/fjem0/sx184/011.jpg,fjem0,31,154,333,134,313,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/higher_quality/fjem0/sx184/012.jpg,fjem0,31,154,333,134,313,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/higher_quality/fjem0/sx184/013.jpg,fjem0,31,161,311,145,294,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/higher_quality/fjem0/sx184/014.jpg,fjem0,31,154,333,134,313,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/higher_quality/fjem0/sx184/015.jpg,fjem0,31,154,333,134,313,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/higher_quality/fjem0/sx184/016.jpg,fjem0,31,161,311,145,294,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/higher_quality/fjem0/sx184/017.jpg,fjem0,31,154,333,134,313,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/higher_quality/fjem0/sx184/018.jpg,fjem0,31,154,333,154,333,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/higher_quality/fjem0/sx184/019.jpg,fjem0,31,154,333,154,333,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/higher_quality/fjem0/sx184/020.jpg,fjem0,31,154,333,154,333,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/higher_quality/fjem0/sx184/021.jpg,fjem0,31,154,333,154,333,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/higher_quality/fjem0/sx184/022.jpg,fjem0,31,161,311,161,311,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/higher_quality/fjem0/sx184/023.jpg,fjem0,31,154,333,154,333,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/higher_quality/fjem0/sx184/024.jpg,fjem0,31,154,333,154,333,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/higher_quality/fjem0/sx184/025.jpg,fjem0,31,154,333,154,333,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/higher_quality/fjem0/sx184/026.jpg,fjem0,31,154,333,154,333,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/higher_quality/fjem0/sx184/027.jpg,fjem0,31,154,333,154,333,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/higher_quality/fjem0/sx184/028.jpg,fjem0,31,154,333,154,333,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/higher_quality/fjem0/sx184/029.jpg,fjem0,31,154,333,154,333,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/higher_quality/fjem0/sx184/030.jpg,fjem0,31,154,333,154,333,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/higher_quality/fjem0/sx184/031.jpg,fjem0,31,154,333,154,333,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/higher_quality/fjem0/sx184/032.jpg,fjem0,31,154,333,154,333,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/higher_quality/fjem0/sx184/033.jpg,fjem0,31,154,333,154,333,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/higher_quality/fjem0/sx184/034.jpg,fjem0,31,154,333,154,333,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/higher_quality/fjem0/sx184/035.jpg,fjem0,31,154,333,154,333,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/higher_quality/fjem0/sx184/036.jpg,fjem0,31,154,333,154,333,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/higher_quality/fjem0/sx184/037.jpg,fjem0,31,154,333,154,333,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/higher_quality/fjem0/sx184/038.jpg,fjem0,31,154,333,154,333,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/higher_quality/fjem0/sx184/039.jpg,fjem0,31,154,333,154,333,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/higher_quality/fjem0/sx184/040.jpg,fjem0,31,154,333,154,333,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/higher_quality/fjem0/sx184/041.jpg,fjem0,31,154,333,154,333,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/higher_quality/fjem0/sx184/042.jpg,fjem0,31,154,333,154,333,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/higher_quality/fjem0/sx184/043.jpg,fjem0,31,154,333,154,333,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/higher_quality/fjem0/sx184/044.jpg,fjem0,31,154,333,154,333,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/higher_quality/fjem0/sx184/045.jpg,fjem0,31,154,333,154,333,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/higher_quality/fjem0/sx184/046.jpg,fjem0,31,154,333,154,333,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/higher_quality/fjem0/sx184/047.jpg,fjem0,31,154,333,154,333,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/higher_quality/fjem0/sx184/048.jpg,fjem0,31,154,333,154,333,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/higher_quality/fjem0/sx184/049.jpg,fjem0,31,154,333,154,333,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/higher_quality/fjem0/sx184/050.jpg,fjem0,31,154,333,154,333,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/higher_quality/fjem0/sx184/051.jpg,fjem0,31,154,333,154,333,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/higher_quality/fjem0/sx184/052.jpg,fjem0,31,154,333,154,333,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/higher_quality/fjem0/sx184/053.jpg,fjem0,31,154,333,154,333,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/higher_quality/fjem0/sx184/054.jpg,fjem0,31,154,333,154,333,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/higher_quality/fjem0/sx184/055.jpg,fjem0,31,154,333,154,333,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/higher_quality/fjem0/sx184/056.jpg,fjem0,31,154,333,154,333,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/higher_quality/fjem0/sx184/057.jpg,fjem0,31,154,333,154,333,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/higher_quality/fjem0/sx184/058.jpg,fjem0,31,154,333,154,333,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/higher_quality/fjem0/sx184/059.jpg,fjem0,31,154,333,154,333,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/higher_quality/fjem0/sx184/060.jpg,fjem0,31,161,311,161,311,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/higher_quality/fjem0/sx184/061.jpg,fjem0,31,154,333,154,333,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/higher_quality/fjem0/sx184/062.jpg,fjem0,31,154,333,154,333,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/higher_quality/fjem0/sx184/063.jpg,fjem0,31,161,311,161,311,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/higher_quality/fjem0/sx184/064.jpg,fjem0,31,154,333,154,333,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/higher_quality/fjem0/sx184/065.jpg,fjem0,31,154,333,154,333,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/higher_quality/fjem0/sx184/066.jpg,fjem0,31,154,333,154,333,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/higher_quality/fjem0/sx184/067.jpg,fjem0,31,154,333,154,333,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/higher_quality/fjem0/sx184/068.jpg,fjem0,31,154,333,154,333,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/higher_quality/fjem0/sx184/069.jpg,fjem0,31,154,333,154,333,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/higher_quality/fjem0/sx184/070.jpg,fjem0,31,154,333,154,333,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/higher_quality/fjem0/sx184/071.jpg,fjem0,31,154,333,154,333,1
/kaggle/input/deepfaketimit/DeepfakeTIMIT/higher_quality/fjem0/sx184/072.jpg,fjem0,31,154,333,154,333,1
