Image_Path,Person_Name,Person_Label,x1,x2,y1,y2,Label
/kaggle/input/vidtimit-audiovideo-dataset/fdrd1/fdrd1/video/sx374/001,fdrd1,57,178,327,112,261,0
/kaggle/input/vidtimit-audiovideo-dataset/fdrd1/fdrd1/video/sx374/002,fdrd1,57,178,327,112,261,0
/kaggle/input/vidtimit-audiovideo-dataset/fdrd1/fdrd1/video/sx374/003,fdrd1,57,178,327,112,261,0
/kaggle/input/vidtimit-audiovideo-dataset/fdrd1/fdrd1/video/sx374/004,fdrd1,57,178,327,112,261,0
/kaggle/input/vidtimit-audiovideo-dataset/fdrd1/fdrd1/video/sx374/005,fdrd1,57,178,327,112,261,0
/kaggle/input/vidtimit-audiovideo-dataset/fdrd1/fdrd1/video/sx374/006,fdrd1,57,178,327,112,261,0
/kaggle/input/vidtimit-audiovideo-dataset/fdrd1/fdrd1/video/sx374/007,fdrd1,57,178,327,112,261,0
/kaggle/input/vidtimit-audiovideo-dataset/fdrd1/fdrd1/video/sx374/008,fdrd1,57,178,327,112,261,0
/kaggle/input/vidtimit-audiovideo-dataset/fdrd1/fdrd1/video/sx374/009,fdrd1,57,178,327,112,261,0
/kaggle/input/vidtimit-audiovideo-dataset/fdrd1/fdrd1/video/sx374/010,fdrd1,57,178,327,112,261,0
/kaggle/input/vidtimit-audiovideo-dataset/fdrd1/fdrd1/video/sx374/011,fdrd1,57,178,327,112,261,0
/kaggle/input/vidtimit-audiovideo-dataset/fdrd1/fdrd1/video/sx374/012,fdrd1,57,178,327,112,261,0
/kaggle/input/vidtimit-audiovideo-dataset/fdrd1/fdrd1/video/sx374/013,fdrd1,57,178,327,112,261,0
/kaggle/input/vidtimit-audiovideo-dataset/fdrd1/fdrd1/video/sx374/014,fdrd1,57,178,327,112,261,0
/kaggle/input/vidtimit-audiovideo-dataset/fdrd1/fdrd1/video/sx374/015,fdrd1,57,178,327,112,261,0
/kaggle/input/vidtimit-audiovideo-dataset/fdrd1/fdrd1/video/sx374/016,fdrd1,57,178,327,128,277,0
/kaggle/input/vidtimit-audiovideo-dataset/fdrd1/fdrd1/video/sx374/017,fdrd1,57,178,327,128,277,0
